class,tweet_en_clean
1,No wonder these ppl that call themselves niggas thugs able to convince their hoes false ideas about men like me in our intellectual dress
1,No A dog like that needs bitches and he aint ever gonna get bitches with that on him 128530128548
0,No Its wrong to try to change faggots There is no therapy so tcot should understand and sympathize like they are retards
1,No Shes gonna sit tf down text her hoes Shes not gonna care about what youre doing
2,Noap Not taking them Maca root pills making my vagina do the wop
1,Nobody cares you fucking fag damn you bring bitches water even though youre thirsty as fuck 128514128514128514 fucknigga
1,Nobody ever got famous by being a whiny bitch Either change the things that make you unhappy or be a whining turdfarmer
2,Nobody gives me a trophy cause Im old and colored FavStarTweets160
1,Nobody is going to say anything about how unloyal Sterlings side bitch is
1,Nobody on planet Earth more protective than bull dykes
1,Nobody should ever have sex with a dirty dick or pussy That says a lot about you if you fuck em knowing they smell like chitlings
1,Nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch
1,None of my bitches can stay over
0,None of us went to these PRESTIGIOUS establishments so were clearly not as superior as these fucking retards
1,Nooo not Sailor Moon and squad in the club w all my bitches lookin good
2,Nope Its just yellow OTL
1,Norbit mad as a bitch lmfaooooooo 128514128514
2,Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan
2,Nose goes on taking out the trash this time 128586
1,Not us bitches 128514128514128514128514128514
1,Not 1 bit of courtesy from any of these bainbridge isl ferry riders Fuck em next time I think s gonna break down paybacks a bitch
1,Not ALL females constantly tweet about their boyfriends but I wish death on the ones that do TIRED of you AND him bitch
0,Not All Straight Men I am frustrated Unlike on OKCupid queer folks don8217t have the ability to block
1,Not a cloud in sight too pretty to ho to work iwanttoplay
1,Not a fan of her guess im the minority Beyonc233 ratchet ass is trash youre the anti christ KfromtheG
1,Not a neanudda bitch
2,Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane That story undermines their mythology on several levels
1,Not about to play these games with this bitch
2,Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol
1,Not associate but ya nicca
1,Not eating pussy is unAmerican
1,Not even 20 and Ive already smoked out 2 countries bitch I do what the fuck I want
1,Not even sweating these hoes 128524128588
1,Not every girl likes a sweet ass emoji ass nigguh Some girls like a you sexy af ass nigguh
1,Not finna play with the bitches lmao
1,Not going to put up a red equals sign on my Facebook because Im not a faggot but Im all for marriage equality prop8
1,Not just exist but contribute And contribute to things they themselves enjoy That often its a queer person behind those products
1,Not my fault yo bitch wanna flip me
1,Not one bitch is texting me right now 3000 followers 22 inch rims 60 inch tv and straight ass teeth but 0 text messages Ima kill myself
1,Not protected in the state of Utah There is no fear of queer couples forcing churches to marry them They do not legally have to do so
2,Not really sure how to describe whats happening here eurotrash VIP Room
2,Not sure why teabaggers would care about Nelson Mandela being that hes one of them if you know what I mean teaparty tcot
1,Not sure why someone would put my pictures on a escort website I aint selling pussy
2,Not that I plan on dying soon but Im totally going to write Kenobi in as my sole heir Hes the only thing locally under 94 I can trust
1,Not the type to take it slow turn a good girl into a hoe spookyblack
1,Not to call you a bitch But they gone hate on my bitches
1,Not to sound like a total bitch but Im tired of peoples kids and the back to school pics128530 we aint post pics on the back to college day
1,Not trash just plain as fuck for 225 And come on no elephant print on a 3
1,Not true Every man has hoes bye
0,Not trying to follow any spooks no offense
2,Not ya grandma brownies wink wink
2,Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing TidyTerrorist
2,Note Khorasan is the old Arabic name for parts of Iran Afghanistan Not an invention of modern Jihadis justsayin
2,Nothing good on TV and the are eating their balls 3 innings in Great
1,Nothing is too spicy And if it is 1 stop being a fucking bitch 2 eat more of it 3 cry you fucking pussy
2,Nothing more yokel MSU fan than to constantly reassess Izzo aka our only consistent winner since D Daugherty or Biggie flipping Munn
2,Nothing says teabagger like a millionaire complaining that they are broke huh HillaryClinton Hillary2016 give me a break lol p2
1,Nothing worse than a baby bitch pussy Go fly a kite
1,Notice I didnt tweet bytches Bytch is different from bitch My logic And it WERKS
1,Notice I dont make music for niggas that dont get pussyDrake LordKnows
2,Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in Algeria France
1,Now I could say my name butttttt ya bitch already knows it 127926
1,Now I dont even want to do anything Son of a bitch
1,Now I seperate from niggas I dont trust niggas that aint starve wit me and all the bitches I didnt fuc
2,Now Im gook boy shawty
2,Now Im listening to lil spook getting the good kinda sad Imma be single this fall I know youll getting annoyed with me on your TL but aye
1,Now UNFOLLOWING Lol 8220 My pussy been turned off lately I wont be fucking no time soon Forever dry8221
1,Now a days niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin
1,Now a days hoes be twerkin for new weave
1,Now a neighborhood nigga like me aint supposed to get no pussy like this
1,Now all the hoes bout to post the saints lost but im still cute pics on the gram 128514128514128514
1,Now da Heat fans bacc yall niccas kill me aint tweeted shit all damn game
1,Now dont you hate them ol Lyin ass hoes Smilin in ya face wearin her best friends clothes
2,Now infuriated Jihadis are putting out murder requests on Saudi fighter pilots who participated in the bombings in Syria ISIS
1,Now my side bitch my main bitch Bc my main hoe aint feeling me no mo No mo
1,Now my side bitch my main bitch cause my main bitch aint feelin me no moe
1,Now niccas wont haircuts
1,Now put Ya ass on this dicc let me know you that baddest lit bitch
1,Now that nicki minaj said fuck skinny bitches watch all these fat bitches come outta no where its time to play
1,Now thats how you let the beat build bitch Thats my ish As I hit the kill switch
1,Now the bitch tryin to do vids too Gurl sit cho ass down
1,Now they cheating bitch yall defense SAD as the fuck They about to cheat
1,Now this new bitch acting dumb tryna correct my every word
1,Now when I put this pussy on Vivian she bet not be playing 128514128557128527
1,Now youre drinking till youre unconscious Feel me when you get a fine bitch
2,Now the Jihadi networks waking up claiming Raqqa radio 8220confirmed8221 two planes shot down 1 pilot captured ISIS Syria
1,Nower days the defenition of a bad bitch is how good her pussy is
1,Nuggas be to obsessed with the homies Like the cant bag bitches
1,Nuh uh still counts I8217m only a hoe on twitter bae
1,Nuke town that pussy
1,Nyomi Banxxx and Skin Diamond the last of the good ebony porn bitches
1,OG old faced hunnids with a young hoe
1,OGs Love too See a yung nicca come up
2,OH NO are you saying the Democrats lost the teabagger vote LMAO bobble head morningjoe
1,OHH whine whine whine says my faggot ass steroid CREAM FORGIVING Giants Is busterposey takin shot from barrybonds Is that it
1,OKC nigguh
1,OMG Im high as a bitch 128514
0,OMG ugly faggot Your a bad mother You should kill yourself like Robin Williams
1,OMG Have yall ever met a dyke who didnt have a kid
1,OMG Nothing in life has made me softer than Fuck me with your nigger dick
1,OMG 8220 when yo side bitch find the gift you bought for ya girl LMFAOOOOOOOO
1,OMG This bitch on the Tico wont STFU ALREADy
1,OMG I was throwing beer bottles on street and yelling at drunk homeless people to stop harassing the trannies Game6 torturebaseball
1,OMGGGGG Nigga said Jerry black bitch
1,ON SIGHT Bitch I bet not see you in the streets trash ass nigga
1,OT nicca word to the nigga who played jesus
2,Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern Democrats tcot UniteBlue
2,Obama8217s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria tcot pjnet
0,Obama8217s faves Muslims black ghetto trash via
2,Obamas Hellfire missiles tend to vaporize Jihadis UniteBlue
1,Ocean drive 127754 then I gave it a pill I think I met that pussy on ocean drive8221
2,Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft Na Fatima Lamyea Tofik nu ook Abdelka te min gevonden
1,Of all the lazy bitches I was the laziest today noregrets
0,Of course my faith for baseball is off this year BECAUSE OF BARRYBONDS you goddamn retards morons
1,Of course not That means its fajita time RT If Im flat ironing Oh bitch We aint never leaving
1,Off a lot of dope bitch I be high af
2,Offensive line is trash
1,Offensively Joe Johnson just as good as LeBron If not better Dont me pussies
2,Officials Jihadi Cockroaches Now Booking Tickets On Cruise Ships To Syria
1,Oh i hope Dre falls dickhole first into my pussy
2,Oh I forgot we lived in the ghettohoodrats
1,Oh Im back now 2nd vap dont fuck with this one bitches
1,Oh Im nasty for smoking cigarettes And youre nasty for not washing behind your ears everyday stupid little bitch
2,Oh Yahweh your hand is upon me your shadow hovers over meFor your sake The House of Ysrahal mock me all day long
1,Oh bitch you lurkin Well bitch Im TWERKIN 128514128588
1,Oh hell yeah Lol you know that nicca injury prone
1,Oh it was multiple DNA on ol girl man they ran a train on that hoe 128514128514128514
2,Oh its coon bike week in Charlotte ok makes sense now
1,Oh look Cutler didnt step into his throw and threw an int Nice flat footed throw cunt
2,Oh man This could be a serious first ever Chanel bag contender RT grapecolored Chanel bags
